label,text
joy,"i had been very weary all week no letters , no phonecalls , no visitors and then my younger sister came with some cheese , a card and some pocket money for me and she told me that she was working now"
joy,a friend came to tell me that her father invited me to go on holiday with them in benidorm otherwise i could not afford to go on holiday
joy,"i was joyful when i received a present \( 2 books and a pencil \) from the headmaster in standard 6 because i had passed , i became no 1 and he said i was one of the pupils who had good behaviour"
joy,meeting with two of my friends i had not seen for 15 years they were special people to me
joy,when i heard that i had passed my final examination at school \( with success \)
joy,my father had an operation which lasted for hours we were all very worried but it was successful
joy,got through first semester university
joy,a meeting and a conversation with a woman \( somewhat elder than me \) who considers me as her child \( she also has one child of her own \) last two years i lived with her \( no relationship \)
joy,accepted by the college football team
joy,"my mother , sister and i were thinking about old times , our childhood , and we had a very happy time"
joy,"when i dived among sharks and the brightly coloured fish on the outer reef of tvavni , fidgi"
joy,"i am not especially good at english , and after the high school graduation exam in english i tensely waited for the result the whole day in the evening , when i heard that i had done excellently , i became very happy and the anxiety vanished my family was at home"
joy,i was at school whhen i received a letter from the dean of my school congratulating me for my performance at the previous year 's exam
joy,"when my sister 's first child came home , after one week in intensive care at the hospital"
joy,"i wrote a difficult exam at one time while in my secodary school when the results were announced on the radio , i came second out of 80 students hence i felt joy"
joy,always when i meet the person i love
joy,when i had achieved a goal indirectly i work for cal football and our 2nd win of the season was very gratifying and brought our joy because of the hard work involved and the fact that no one expected we would win
joy,the last time i had sex
joy,when i was selected to start form i at malosa secondary school
joy,reading a nice book and talking about it to my friend
joy,at church camp when i accepted christ into my life and so did my friend
joy,winning a close volleyball game \( i'm on the intercollegiate team at cal \)
joy,getting back with my boyfriend after a year away apart
joy,"after sitting for the standard 8 exams for the second time in 1979 , i had great joy when i heard that i was successful in the examination when the results were out"
joy,i phoned a friend of mine to ask her for news about the marks in an exam she told me that i had passed
joy,i experienced it when i was accepted at the medical higher institute
joy,receiving my result slip \( pass \) on my birthday
joy,"i met a dear friend of mine after a long time i expressed my feelings in our own usual way , by mutual scolding and abusing \( with complete understanding \) and by touching , patting and taking the hand of the other person , etc"
joy,my old boyfriend yes the same one asked me out we had a good time then he asked me out the following week he actually took interest
joy,when my father bought me a suit
joy,"when , for example , i was in my eleventh school year and i learned i had been classed for the bulgarian language and literature national olympiad"
joy,birth of children
joy,"for a few days i felt very miserable , distressed and listless , with crying fits when this was over i felt very happy , although there was no special reason"
joy,when i passed an exam
joy,"a friend of mine that is abroad undertook recently an axam to enter on university in dallas , and was approved"
joy,this week i was phoned by an old friend with whom i lost contact a few years ago
joy,"i went to fetch my girl friend at the station when the train arrived and i saw her descending and running up to me , i felt glad"
joy,"when i got home from my job , i found a letter from the university telling me that i had been admitted to begin my studies"
joy,when i was accepted at unza
joy,got a present from my friend for my birthday
joy,i ca n't give one description here i often feel joyful when i have done things good in relation to other people especially when my friend says he loves me and i also tell him that i love him
joy,"i sensed such a feeling when i understood i was admitted to the university i was at home , the atmosphere was still , though i myself was full of suspense i tried to do different things when the telephone rang and ! yes , of course there were other situations when i felt a similar feeling but i was unmindful of them"
joy,when my father married a certain lady the reception was held at kasungu town hall
joy,the first time i really fell in love with a girl
joy,when i got the loan for my studies
joy,"after a busy day i went back to my hostel i closed the door and had a drink , then i read my favourite book on the bed suddenly i felt peace and joy"
joy,when i was selected to come here
joy,i went to a doctor with a complaint the doctor told me that i was completely healthy
joy,"i remember my religious experience during a gospel camp , a few friends of mine decided to believe in god the joy that i felt at that time was more than words can express i blessed them and praised god in my heart"
joy,when i discovered that i and my friend would be licensed at the first call this emotion was accompanied by a great relief it was the coronation of a year of sacrifice and extrene discipline
joy,article published in the college newspaper
joy,"after my marriage i received the b sc results by post , i was very happy to learn that i had got very good marks first class"
joy,when i realized that i loved someone of the opposite sex
joy,when i spoke to my daughter and wished her luck for the examinations she was about to take
joy,"eating biscuits and drinking milo \( chocolate energy drink made with milk and usually drunk warm \) with my friend at college we get on really well , do n't withold any feelings about each other 's friends and are pretty good at cheering each other up when we are homesick"
joy,"when i was in form 4 , at secondary school , i was elected as a school library assistant and also the leader of catholic students , so i felt very joyous"
joy,a party with friends on new year 's eve
joy,"i have a boyfriend and i am very fond of him when we had our 11 months jubilee , i had forgotten it but he gave me a red rose"
joy,when i got a good grade for an exam in statistics
joy,when i got the scholarship i was very happy as the finacial burden of the family was reduced
joy,when my sister was born
joy,"after being depressed because of a very bad relationship , my first love called me and told me that he would always care for me no matter what i did"
joy,a friend of mine suggested that i become a film extra the idea seemed very funny to me and my reaction seemed rather outlandish to the others
joy,i preached to a f 3 students in a gospel camp they thus knew more about god and made up their minds to believe in jesus
joy,"when i found out that the girl , with whom i was in love , loved me too"
joy,"in 1980 when i was in the 12th standard , we had arranged a small picnic in kandala one of my closest friends wrote a small and cute poem for me , which expressed the feeling of closeness we had for each other i was very thrilled and i can still remember it"
joy,"one night , at a friend 's place i realized that i had everything i most wished , around me"
joy,"when they phoned me from great britain to tell me that i could go there , if i wished , in summer"
joy,i passed successfully the preliminary exam for a participation in the children assembly
joy,when my father managed to begin a new life after the divorce from my mother resulting in a new little sister for me
joy,after intercourse
joy,"i had a singing lesson , but i was not very good the last exercise was singing scales i did that very well and my teacher seemed satisfied"
joy,when my brother gave me a watch
joy,i felt joy when i was admitted to the higher agricultural institute
joy,i came across a friend with whom i had lost touch for a long time
joy,when i passed the university entrance exam i had thus finished with a difficult period of my life and i was about to begin one which i had desired a lot
joy,some time ago a close relative of mine got off cheap with the worst
joy,the time i qualified to enter secondary school
joy,i realized the girl liked to be with me
joy,when i met a friend that i had n't seen for some time
joy,when i found out that i had passed the last two exams by a margin of three marks
joy,the time i learnt that i had passed my malawi school leaving certificate examinations
joy,when i got the first compound through column
joy,"in order to be admitted to my final examination , i had to pass two examinations as i had not studied very much , i resigned myself to be left behind nevertheless i succeeded in these examinations"
joy,after my girl and i talked things over our relationship changed and became positive a diificult time turned into pleasant one
joy,i realized that a fellow member had grown spiritually i was the leader of a spiritual group and had prayed for him he did not want to burn the incense but his mother forced him to do it finally his mother told him that he could discontinue if he got good results at school
joy,when my little sister was born
joy,"i felt it when on duty in the hospital i understood that i was not afraid to face death , that i also helped a little to relieve the pains of a patient"
joy,when i passed an exam which i had failed last year
joy,relating to my closest family
joy,my last genetices midterm a decent grade
joy,returning to school and rejoining my girlfriend after 3 months of separation from summer
joy,"after a one year 's stay abroad , i returned home i was even more glad to see how much my family was pleased to see me"
joy,when a cousin of mine was discharged from the hospital after a long illness i had thought that this illness would never end
joy,while watching an entertainment program in which there was a clever and amusing sketch
joy,i was filled with joy when i heard that i had been selected to come here at kamuzu college of nursing
joy,the day the real madrid team of basket ball qualified for the final at athens
joy,"letting jesus take control of my emotions i e , ill feeling"
joy,a successful lesson
joy,the birth of my daughter
joy,this happened when i was selected to go to secondary school to start form i in october 1980
joy,for about one year i had a rather bad relation with my father last christmas eve he invited me to stay withhim and i was very glad about it it was a fine evening
joy,i feel a sense of joy whenever i complete a piece of writing which is part of my work intense reading also brings me joy i also feel happy when i reminiscent about them
joy,i received a letter from a friend whom i was missing
joy,i noticed that meryl streep and i had similar cheekbones and jaw structure
